name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
冀热察挺进军司令部旧址陈列馆,186****9394,爨底下村,斋堂镇马栏村下109进入斋马路前进6公里,Exhibition Gallery,115.694734,39.937268,ji re cha ting jin jun si ling bu jiu zhi chen lie guan,zhai tang zhen ma lan cun xia 109 jin ru zhai ma lu qian jin 6 gong li,cuan di xia cun
北京国际鲜花港,61417123,顺义区,杨镇鲜花港南路9号,Botanical Garden,116.794846,40.182796,bei jing guo ji xian hua gang,yang zhen xian hua gang nan lu 9 hao,shun yi qu
中关村Pedestrian Zone,51721478,中关村,中关村大街15号（近海淀大街）,Pedestrian Zone,116.314982,39.98017,zhong guan cun P e d e s t r i a n   Z o n e,zhong guan cun da jie 15 hao （ jin hai dian da jie ）,zhong guan cun
仙栖洞,61336292;61336228,仙栖洞,东关上村（近二渡）,Natural Scenery,115.749168,39.659458,xian qi dong,dong guan shang cun （ jin er du ）,xian qi dong
什刹海历史文化展览馆,83229842,地安门,地安门外大街烟袋斜街37号广福观(什刹海畔),Exhibition Centre,116.394775,39.939198,shi cha hai li shi wen hua zhan lan guan,di an men wai da jie yan dai xie jie 37 hao guang fu guan ( shi cha hai pan ),di an men
北京市西城区青少年科学技术馆,68044163,月坛,月坛北街3号,Exhibition Gallery,116.350296,39.918816,bei jing shi xi cheng qu qing shao nian ke xue ji zhu guan,yue tan bei jie 3 hao,yue tan
北京门头沟区Science Museum,69859472;69846866,门头沟城区,新桥大街40号,Science Museum,116.102013,39.939713,bei jing men tou gou qu S c i e n c e   M u s e u m,xin qiao da jie 40 hao,men tou gou cheng qu
望京乐园,59203849,望京,望京街9号望京国际商业中心B座6层,Amusement Park,116.484055,39.990192,wang jing le yuan,wang jing jie 9 hao wang jing guo ji shang ye zhong xin B zuo 6 ceng,wang jing
东坝郊野公园,65491802,东坝,康各庄路与管庄路交叉口西南角,City Park,116.573793,39.950146,dong ba jiao ye gong yuan,kang ge zhuang lu yu guan zhuang lu jiao cha kou xi nan jiao,dong ba
亢山广场,,昌平镇,府学路25号,Square,116.251968,40.22036,kang shan guang chang,fu xue lu 25 hao,chang ping zhen
抗战名将纪念馆,82599808,香山/植物园,香山北正黄旗18号,Memorial Hall,116.204788,39.989937,kang zhan ming jiang ji nian guan,xiang shan bei zheng huang qi 18 hao,xiang shan / zhi wu yuan
宛平城,83891255,卢沟桥,宛平城地区西五环卢沟桥东城北街,Historical Building,116.226082,39.851419,wan ping cheng,wan ping cheng di qu xi wu huan lu gou qiao dong cheng bei jie,lu gou qiao
左家庄街心公园,,亮马桥/三元桥,左家庄街道广顺南大街北侧（紧邻地铁14号线阜通站）,City Park,116.446909,39.952,zuo jia zhuang jie xin gong yuan,zuo jia zhuang jie dao guang shun nan da jie bei ce （ jin lin di tie 14 hao xian fu tong zhan ）,liang ma qiao / san yuan qiao
宣仁庙,,王府井/东单,东华门街道北池子大街2-4号（近凝和庙）,Religion,116.402985,39.922855,xuan ren miao,dong hua men jie dao bei chi zi da jie 2 - 4 hao （ jin ning he miao ）,wang fu jing / dong dan
二十四节气公园,,天坛,永定门东街,Cultural Park,116.407616,39.872723,er shi si jie qi gong yuan,yong ding men dong jie,tian tan
通惠河玉河遗址,,地安门,地安门东大街,Acient Ruins,116.399986,39.933796,tong hui he yu he yi zhi,di an men dong da jie,di an men
帽儿胡同,,地安门,交道口街道,Leisure Block,116.396233,39.936794,mao er hu tong,jiao dao kou jie dao,di an men
八大胡同,66515956,前门/大栅栏,珠市口西大街与南新华街交叉口东北角,Leisure Block,116.38739,39.890999,ba da hu tong,zhu shi kou xi da jie yu nan xin hua jie jiao cha kou dong bei jiao,qian men / da zha lan
基督教会朝阳堂,64330511,酒仙桥,东四环东风南路60号,Religion,116.491928,39.95335,ji du jiao hui zhao yang tang,dong si huan dong feng nan lu 60 hao,jiu xian qiao
基督教会珠市口堂,63016678,前门/大栅栏,前门大街129号（珠市口路口西南角）,Religion,116.398125,39.890972,ji du jiao hui zhu shi kou tang,qian men da jie 129 hao （ zhu shi kou lu kou xi nan jiao ）,qian men / da zha lan
永宁天主教堂,,延庆区其他,阜民街黄甲巷7号(延流路昌赤路),Religion,116.166916,40.523369,yong ning tian zhu jiao tang,fu min jie huang jia xiang 7 hao ( yan liu lu chang chi lu ),yan qing qu qi ta
丰台堂,87500214,草桥/公益西桥,世界花卉大观园西门南侧,Religion,116.347969,39.837406,feng tai tang,shi jie hua hui da guan yuan xi men nan ce,cao qiao / gong yi xi qiao
北京二十二院街艺术区,58760101,双井,百子湾路32号苹果社区内（今日美术馆附近）,Creative Industry Center,116.470016,39.899723,bei jing er shi er yuan jie yi zhu qu,bai zi wan lu 32 hao ping guo she qu nei （ jin ri mei zhu guan fu jin ）,shuang jing
孚王府,,朝阳门,朝阳门内大街路北137号,Historical Building,116.424988,39.925591,fu wang fu,zhao yang men nei da jie lu bei 137 hao,zhao yang men
百花洞,69191034,龙庆峡,龙庆峡风景区内（东南角）,Natural Scenery,116.007034,40.547558,bai hua dong,long qing xia feng jing qu nei （ dong nan jiao ）,long qing xia
神舟国旅,67676067,方庄/蒲黄榆,芳古路与南三环东路辅路交叉口西北40米,Travel Agency,116.43174,39.859211,shen zhou guo lv,fang gu lu yu nan san huan dong lu fu lu jiao cha kou xi bei 40 mi,fang zhuang / pu huang yu
太和殿,85007421,王府井/东单,景山前街4号故宫博物院内,Human Heritage,116.39711,39.917091,tai he dian,jing shan qian jie 4 hao gu gong bo wu yuan nei,wang fu jing / dong dan
中和殿,,东城区,景山前街4号故宫博物院内,Human Heritage,116.397087,39.917824,zhong he dian,jing shan qian jie 4 hao gu gong bo wu yuan nei,dong cheng qu
保和殿,85007422,王府井/东单,景山前街4号故宫博物院内,Human Heritage,116.396996,39.918438,bao he dian,jing shan qian jie 4 hao gu gong bo wu yuan nei,wang fu jing / dong dan
乾清宫,85007422,东城区,景山前街4号故宫博物院,Human Heritage,116.396973,39.920055,gan qing gong,jing shan qian jie 4 hao gu gong bo wu yuan,dong cheng qu
乾清门,,东城区,景山前街4号故宫博物院内,Human Heritage,116.396973,39.919254,gan qing men,jing shan qian jie 4 hao gu gong bo wu yuan nei,dong cheng qu
太和门,65132255,王府井/东单,景山前街4号故宫博物院内,Human Heritage,116.397202,39.915192,tai he men,jing shan qian jie 4 hao gu gong bo wu yuan nei,wang fu jing / dong dan
交泰殿,85007422,东城区,景山前街4号故宫博物院内（北侧）,Human Heritage,116.396912,39.92049,jiao tai dian,jing shan qian jie 4 hao gu gong bo wu yuan nei （ bei ce ）,dong cheng qu
皇极殿,85007422,王府井/东单,景山前街4号故宫博物院宁寿宫内,Human Heritage,116.40036,39.919949,huang ji dian,jing shan qian jie 4 hao gu gong bo wu yuan ning shou gong nei,wang fu jing / dong dan
石马峪民俗村,61021082,密云区其他,沙石路与二石路交叉口东北约160米,Countryside Tourism,116.905678,40.454159,shi ma yu min su cun,sha shi lu yu er shi lu jiao cha kou dong bei yue 160 mi,mi yun qu qi ta
西大庄科民俗村,69112002;69113700,延庆区其他,X012,Countryside Tourism,115.783752,40.521011,xi da zhuang ke min su cun,X 012,yan qing qu qi ta
上磨民俗村,136****1815,延庆区其他,延庆永宁镇上磨村,Acient Town,116.107224,40.51265,shang mo min su cun,yan qing yong ning zhen shang mo cun,yan qing qu qi ta
秀水湾民俗村,60185882,百里画廊,千家店镇六道河河西秀水湾36号,Acient Town,116.345711,40.693459,xiu shui wan min su cun,qian jia dian zhen liu dao he he xi xiu shui wan 36 hao,bai li hua lang
东四奥林匹克社区公园,,东四,豆瓣胡同2号楼东南侧,City Park,116.433548,39.928192,dong si ao lin pi ke she qu gong yuan,dou ban hu tong 2 hao lou dong nan ce,dong si
罗马湖,,后沙峪,后沙峪地区罗各庄村罗东路8号,Natural Scenery,116.518306,40.102511,luo ma hu,hou sha yu di qu luo ge zhuang cun luo dong lu 8 hao,hou sha yu
中青旅遨游网,89192089,建外大街,东大桥路8号尚都国际中心底商106号,Travel Agency,116.451137,39.919697,zhong qing lv ao you wang,dong da qiao lu 8 hao shang du guo ji zhong xin di shang 106 hao,jian wai da jie
亚运村升旗广场,,亚运村,亚运村北辰东路8号村长楼前,Square,116.403583,39.993391,ya yun cun sheng qi guang chang,ya yun cun bei chen dong lu 8 hao cun chang lou qian,ya yun cun
国际民俗旅游文化村,87740525,高碑店,高碑店路1438号,Countryside Tourism,116.528285,39.899695,guo ji min su lv you wen hua cun,gao bei dian lu 1438 hao,gao bei dian
世纪京华酒文化博物馆,63867643,北大地/万丰路,丰体北路6号,Museum,116.28038,39.868069,shi ji jing hua jiu wen hua bo wu guan,feng ti bei lu 6 hao,bei da di / wan feng lu
灿艺术中心,59789760;186****6120,798/大山子,酒仙桥路4号798艺术区B区11号高台阶厂库,Art Gallery,116.496521,39.985683,can yi zhu zhong xin,jiu xian qiao lu 4 hao 798 yi zhu qu B qu 11 hao gao tai jie chang ku,798 / da shan zi
隆安寺,67103852,广渠门内,广渠门内白桥南里1号,Religion,116.440277,39.895439,long an si,guang qu men nei bai qiao nan li 1 hao,guang qu men nei
淳亲王府,,东四,正义路5号院,Historical Building,116.416382,39.928555,chun qin wang fu,zheng yi lu 5 hao yuan,dong si
禄米仓,,朝阳门,朝内南小街,Historical Building,116.430641,39.917698,lu mi cang,zhao nei nan xiao jie,zhao yang men
单车公园,81746048,回龙观,回龙观体育公园内,City Park,116.341805,40.078781,dan che gong yuan,hui long guan ti yu gong yuan nei,hui long guan
西贯市清真寺,69768987;69760863,昌平区,西贯市村后街28号,Religion,116.146187,40.136402,xi guan shi qing zhen si,xi guan shi cun hou jie 28 hao,chang ping qu
风水坡森林公园,87757531,蟒山国家森林公园,崔村镇西峪村北风水坡,Forest Park,116.328491,40.260372,feng shui po sen lin gong yuan,cui cun zhen xi yu cun bei feng shui po,mang shan guo jia sen lin gong yuan
森鑫森林公园,89481740,南彩镇,潮白河畔,Forest Park,116.739494,40.085766,sen xin sen lin gong yuan,chao bai he pan,nan cai zhen
月明涧溶洞公园,,顺义区,龙湾屯镇唐洞村东,Natural Scenery,116.897355,40.22135,yue ming jian rong dong gong yuan,long wan tun zhen tang dong cun dong,shun yi qu
北京东区艺术中心,69598811,宋庄,朱庄水墨同盟画廊旁,Art Gallery,116.719261,39.964878,bei jing dong qu yi zhu zhong xin,zhu zhuang shui mo tong meng hua lang pang,song zhuang
仙台旅游区,68872492,门头沟区,以南2公里,Other Attractions/Side Trip,115.900574,40.031532,xian tai lv you qu,yi nan 2 gong li,men tou gou qu
双林寺,61340841,爨底下村,X012与上清水北大街交叉口正西方向252米,Religion,115.612366,39.951488,shuang lin si,X 012 yu shang qing shui bei da jie jiao cha kou zheng xi fang xiang 252 mi,cuan di xia cun
灵溪风景区,19910707626,门头沟区,妙峰山镇岭角村,Natural Scenery,115.975433,40.01778,ling xi feng jing qu,miao feng shan zhen ling jiao cun,men tou gou qu
百花谷自然景区,61826088,门头沟区,（百花山国家级自然保护区）,Natural Scenery,115.559792,39.85601,bai hua gu zi ran jing qu,（ bai hua shan guo jia ji zi ran bao hu qu ）,men tou gou qu
东山梨花园,60812631,门头沟区,军庄镇东山村东山大后街9号,Natural Scenery,116.14002,40.01135,dong shan li hua yuan,jun zhuang zhen dong shan cun dong shan da hou jie 9 hao,men tou gou qu
姚广孝墓塔,60761334,房山区,青龙湖镇常乐寺村（张宸华小区西北480米处）,Acient Ruins,116.086014,39.825188,yao guang xiao mu ta,qing long hu zhen chang le si cun （ zhang chen hua xiao qu xi bei 480 mi chu ）,fang shan qu
龙虎沟瀑布峰风景区,61340339;61622944,十渡镇,近郊十渡,Natural Scenery,115.602867,39.67577,long hu gou pu bu feng feng jing qu,jin jiao shi du,shi du zhen
没有共产党就没有新中国纪念馆,60368258;60368286,房山区,霞云岭堂上村,Memorial Hall,115.584648,39.780807,mei you gong chan dang jiu mei you xin zhong guo ji nian guan,xia yun ling tang shang cun,fang shan qu
夏都公园,69144238,延庆城区,湖北西路2号,City Park,115.974373,40.453564,xia du gong yuan,hu bei xi lu 2 hao,yan qing cheng qu
华冠天一博物馆,88512699,平谷城区,府前西街34号,Museum,117.102899,40.140234,hua guan tian yi bo wu guan,fu qian xi jie 34 hao,ping gu cheng qu
杨令公祠,,古北口,当铺后东街,Religion,117.166381,40.687798,yang ling gong ci,dang pu hou dong jie,gu bei kou
黄峪口风景区,,密云区其他,西石路与西黄路交叉口西180米,Natural Scenery,116.8302,40.610157,huang yu kou feng jing qu,xi shi lu yu xi huang lu jiao cha kou xi 180 mi,mi yun qu qi ta
卧虎山长城景区,81051177,古北口,古北口镇河西村,Natural Scenery,117.158958,40.68985,wo hu shan chang cheng jing qu,gu bei kou zhen he xi cun,gu bei kou
密云白河石滩漂风景区,69015028,密云区其他,密关路与立新村路交叉口西侧,Natural Scenery,116.832436,40.44112,mi yun bai he shi tan piao feng jing qu,mi guan lu yu li xin cun lu jiao cha kou xi ce,mi yun qu qi ta
万科公园,65865555,朝阳公园/团结湖,甜水西园甜水园街,City Park,116.477219,39.925529,wan ke gong yuan,tian shui xi yuan tian shui yuan jie,zhao yang gong yuan / tuan jie hu
黄村街心公园,69250487,黄村,黄村兴丰大街三段197号,City Park,116.338627,39.729066,huang cun jie xin gong yuan,huang cun xing feng da jie san duan 197 hao,huang cun
普法公园,69646747,商业街,迎宾中路15号,City Park,116.637115,40.314526,pu fa gong yuan,ying bin zhong lu 15 hao,shang ye jie
圆金梦黄金主题公园,61617090,怀柔区,杨树底下村,City Park,116.520699,40.541419,yuan jin meng huang jin zhu ti gong yuan,yang shu di xia cun,huai rou qu
国际交流中心,68323000,阜成门,展览馆路24号,Exhibition Centre,116.346222,39.926983,guo ji jiao liu zhong xin,zhan lan guan lu 24 hao,fu cheng men
平谷人民公园,69961679,平谷城区,平谷府前西街5号,City Park,117.107689,40.141171,ping gu ren min gong yuan,ping gu fu qian xi jie 5 hao,ping gu cheng qu
天元公园,,青塔,青塔西路（近巴厘岛）,Park/Square,116.261101,39.875927,tian yuan gong yuan,qing ta xi lu （ jin ba li dao ）,qing ta
通州运河公园,80855502;80855509,武夷花园,通胡大街70号,City Park,116.69173,39.906223,tong zhou yun he gong yuan,tong hu da jie 70 hao,wu yi hua yuan
龙熙温泉水世界,89282222-8605,庞各庄,庞各庄镇顺景路8号,Hot Spring,116.30216,39.62452,long xi wen quan shui shi jie,pang ge zhuang zhen shun jing lu 8 hao,pang ge zhuang
中国妇女儿童博物馆,65269678,建国门/北京站,北极阁路9号,Museum,116.423553,39.910465,zhong guo fu nv er tong bo wu guan,bei ji ge lu 9 hao,jian guo men / bei jing zhan
朝阳公园亚布洛尼滑雪场,65076591;189****8653,朝阳公园/团结湖,农展南路1号,Ski Resort,116.482605,39.944225,zhao yang gong yuan ya bu luo ni hua xue chang,nong zhan nan lu 1 hao,zhao yang gong yuan / tuan jie hu
万寿兴隆寺,,西四,北长街39号,Religion,116.390793,39.920277,wan shou xing long si,bei chang jie 39 hao,xi si
延庆水泉沟西水峪景区,,百里画廊,大庄科乡东南部水泉沟村,Natural Scenery,116.371918,40.753975,yan qing shui quan gou xi shui yu jing qu,da zhuang ke xiang dong nan bu shui quan gou cun,bai li hua lang
国家会议中心,84373300,亚运村,天辰东路7号,Landmark,116.38945,40.002914,guo jia hui yi zhong xin,tian chen dong lu 7 hao,ya yun cun
王府国际Travel Agency,85865564,大望路,东四环八里庄西里1号慈云寺远洋天地69号楼304室,Travel Agency,116.494611,39.912849,wang fu guo ji T r a v e l   A g e n c y,dong si huan ba li zhuang xi li 1 hao ci yun si yuan yang tian di 69 hao lou 304 shi,da wang lu
神舟国旅,51280116,朝阳公园/团结湖,东三环北路17号新时代证券大厦1层,Travel Agency,116.456383,39.924442,shen zhou guo lv,dong san huan bei lu 17 hao xin shi dai zheng quan da sha 1 ceng,zhao yang gong yuan / tuan jie hu
德胜公园,84032422,德外大街,旧鼓楼大街,City Park,116.382355,39.948473,de sheng gong yuan,jiu gu lou da jie,de wai da jie
中国民间国际旅游公司,,亮马桥/三元桥,霄云路21号嘉里大通中心5层,Travel Agency,116.465174,39.959964,zhong guo min jian guo ji lv you gong si,xiao yun lu 21 hao jia li da tong zhong xin 5 ceng,liang ma qiao / san yuan qiao
鸦儿胡同,,后海/什刹海,鼓楼西大街与鸦儿胡同交叉口西40米,Historical Building,116.392059,39.941113,ya er hu tong,gu lou xi da jie yu ya er hu tong jiao cha kou xi 40 mi,hou hai / shi cha hai
关岳庙,64050887,后海/什刹海,鼓楼西大街149号,Religion,116.38575,39.946861,guan yue miao,gu lou xi da jie 149 hao,hou hai / shi cha hai
通信电信博物馆,64041099,宣武门,骡马市大街9号中国联通北京分公司总部大楼,Museum,116.379402,39.890076,tong xin dian xin bo wu guan,luo ma shi da jie 9 hao zhong guo lian tong bei jing fen gong si zong bu da lou,xuan wu men
醇亲王府,64035858,后海/什刹海,后海北沿44号,Historical Building,116.384605,39.944981,chun qin wang fu,hou hai bei yan 44 hao,hou hai / shi cha hai
拈花寺,,后海/什刹海,大石桥胡同61号,Religion,116.387009,39.94733,nian hua si,da shi qiao hu tong 61 hao,hou hai / shi cha hai
西海,82565555;80882290,后海/什刹海,德胜门西顺城街与德胜门桥交叉口南80米,Natural Scenery,116.377571,39.947582,xi hai,de sheng men xi shun cheng jie yu de sheng men qiao jiao cha kou nan 80 mi,hou hai / shi cha hai
和园景逸大酒店朗月温泉,69457777,顺义区,边河路57号院2区,Hot Spring,116.486399,40.085529,he yuan jing yi da jiu dian lang yue wen quan,bian he lu 57 hao yuan 2 qu,shun yi qu
全国农业展览馆,59198331,亮马桥/三元桥,东三环北路16号,Exhibition Centre,116.465126,39.940552,quan guo nong ye zhan lan guan,dong san huan bei lu 16 hao,liang ma qiao / san yuan qiao
北京青年Travel Agency,57134545,西直门/动物园,西直门外德宝新园华侨酒店418室,Travel Agency,116.349084,39.941394,bei jing qing nian T r a v e l   A g e n c y,xi zhi men wai de bao xin yuan hua qiao jiu dian 418 shi,xi zhi men / dong wu yuan
新华社礼堂,,宣武门,佟麟阁路62号院,Modern Building,116.369873,39.90205,xin hua she li tang,tong lin ge lu 62 hao yuan,xuan wu men
未名湖,62754070,颐和园,颐和园路5号北京大学,Natural Scenery,116.310654,39.994823,wei ming hu,yi he yuan lu 5 hao bei jing da xue,yi he yuan
博雅塔,,颐和园,颐和园路5号,Historical Building,116.311844,39.993961,bo ya ta,yi he yuan lu 5 hao,yi he yuan
温榆河白各庄湖生态湿地,,沙河,沙河水库东,Natural Scenery,116.355598,40.124886,wen yu he bai ge zhuang hu sheng tai shi di,sha he shui ku dong,sha he
黄瓦财神庙,,地安门,鼓楼东大街117号,Religion,116.403206,39.940994,huang wa cai shen miao,gu lou dong da jie 117 hao,di an men
中商国际Travel Agency,84516266;84511688,亮马桥/三元桥,东三环北路1号中国旅贸大厦405室,Travel Agency,116.459267,39.953762,zhong shang guo ji T r a v e l   A g e n c y,dong san huan bei lu 1 hao zhong guo lv mao da sha 405 shi,liang ma qiao / san yuan qiao
中国Travel Agency总社,65593822;65593825,崇文门,东华门街道崇文门西大街3-3号,Travel Agency,116.41546,39.901627,zhong guo T r a v e l   A g e n c y zong she,dong hua men jie dao chong wen men xi da jie 3 - 3 hao,chong wen men
中青旅遨游网,89192080,崇文门,新怡家园5号楼1层5单元商业10号,Travel Agency,116.414398,39.899181,zhong qing lv ao you wang,xin yi jia yuan 5 hao lou 1 ceng 5 dan yuan shang ye 10 hao,chong wen men
枫华旅游,65911415,国贸/建外,建国门外大街3号京伦饭店6层,Travel Agency,116.453629,39.90892,feng hua lv you,jian guo men wai da jie 3 hao jing lun fan dian 6 ceng,guo mao / jian wai
兴海公园,,西红门,宏福路兴海家园星苑斜对面,Park/Square,116.333633,39.789303,xing hai gong yuan,hong fu lu xing hai jia yuan xing yuan xie dui mian,xi hong men
华丰国际Travel Agency,83548651,牛街,广安门内大街202号A座228,Travel Agency,116.363068,39.88866,hua feng guo ji T r a v e l   A g e n c y,guang an men nei da jie 202 hao A zuo 228,niu jie
老北京动态民俗文化城,,前门/大栅栏,大栅栏Pedestrian Zone7号,Other Attractions/Side Trip,116.396988,39.896053,lao bei jing dong tai min su wen hua cheng,da zha lan P e d e s t r i a n   Z o n e 7 hao,qian men / da zha lan
一得阁,63032145,前门/大栅栏,南新华街25号(和平门地铁站D2西南口步行440米),Art Gallery,116.384125,39.895958,yi de ge,nan xin hua jie 25 hao ( he ping men di tie zhan D 2 xi nan kou bu xing 440 mi ),qian men / da zha lan
勑建火神庙,,阜成门,琉璃厂东街29号,Religion,116.354256,39.922005,lai jian huo shen miao,liu li chang dong jie 29 hao,fu cheng men
天通艺园,84821199,天通苑,天通苑东一区11号楼对面大花园入口处,City Park,116.434593,40.070705,tian tong yi yuan,tian tong yuan dong yi qu 11 hao lou dui mian da hua yuan ru kou chu,tian tong yuan
中国Travel Agency,62717405;62717409,清河,育新花园西路与育新南路交叉口东南220米,Travel Agency,116.344929,40.053899,zhong guo T r a v e l   A g e n c y,yu xin hua yuan xi lu yu yu xin nan lu jiao cha kou dong nan 220 mi,qing he
凯撒旅游,64405588,安贞,北三环东路28号易亨大厦7层709室,Travel Agency,116.416075,39.968685,kai sa lv you,bei san huan dong lu 28 hao yi heng da sha 7 ceng 709 shi,an zhen
灵照寺,69180339,延庆城区,湖北西路5号,Religion,115.972527,40.456402,ling zhao si,hu bei xi lu 5 hao,yan qing cheng qu
南马场水库,,石景山区,黑石头村南马场,Modern Building,116.17392,39.977032,nan ma chang shui ku,hei shi tou cun nan ma chang,shi jing shan qu
五道营胡同,,安定门,安定门街道五道营胡同67号西门,Pedestrian Zone,116.40927,39.9484,wu dao ying hu tong,an ding men jie dao wu dao ying hu tong 67 hao xi men,an ding men
平北红色第一村,60189251,延庆区其他,沙塘沟村（近昌平碓臼峪）,Memorial Hall,116.166854,40.41016,ping bei hong se di yi cun,sha tang gou cun （ jin chang ping dui jiu yu ）,yan qing qu qi ta
龙仙宫,61336955,房山区,张坊镇东关村龙泉寺沟（近仙栖洞）,Natural Scenery,115.736366,39.66943,long xian gong,zhang fang zhen dong guan cun long quan si gou （ jin xian qi dong ）,fang shan qu
玉蜓公园,67692146,天坛,永定门东滨河路17号,Park/Square,116.418167,39.872631,yu ting gong yuan,yong ding men dong bin he lu 17 hao,tian tan
马致远故居,,门头沟区,西落坡村内,Former Residence of Celebrity,116.032532,39.959946,ma zhi yuan gu ju,xi luo po cun nei,men tou gou qu
平谷世纪广场,,平谷城区,新平北路（近林荫北街）,Square,117.107618,40.143771,ping gu shi ji guang chang,xin ping bei lu （ jin lin yin bei jie ）,ping gu cheng qu
平谷峨眉山,,平谷区,南独乐河镇峨眉山村,Natural Scenery,117.197227,40.220425,ping gu e mei shan,nan du le he zhen e mei shan cun,ping gu qu
京西古道风景区,61880498,妙峰山,妙峰山镇水峪嘴村,Acient Path,116.049703,39.966163,jing xi gu dao feng jing qu,miao feng shan zhen shui yu zui cun,miao feng shan
圣泉山观音寺,60637288,红螺寺,桥梓镇口头村圣泉山景区内,Religion,116.581759,40.365464,sheng quan shan guan yin si,qiao zi zhen kou tou cun sheng quan shan jing qu nei,hong luo si
马铃薯博物馆,60159988,延庆区其他,延农路希森马铃薯产业集团1楼,Museum,115.913824,40.451954,ma ling shu bo wu guan,yan nong lu xi sen ma ling shu chan ye ji tuan 1 lou,yan qing qu qi ta
华晟恒旅游,,月坛,三里河东路1-1号,Travel Agency,116.344553,39.917263,hua sheng heng lv you,san li he dong lu 1 - 1 hao,yue tan
涌溪公园,,安贞,安定路32号,City Park,116.406738,39.970146,yong xi gong yuan,an ding lu 32 hao,an zhen
中国国旅,88083871,航天桥,三里河路13号中国建筑文化中心1层,Travel Agency,116.333305,39.928945,zhong guo guo lv,san li he lu 13 hao zhong guo jian zhu wen hua zhong xin 1 ceng,hang tian qiao
春秋Travel Agency,65170418,朝阳门,朝内大街188号a座（鸿安国际商务大厦）,Travel Agency,116.424309,39.923729,chun qiu T r a v e l   A g e n c y,zhao nei da jie 188 hao a zuo （ hong an guo ji shang wu da sha ）,zhao yang men
树村郊野公园,,上地,上地街道树村路农大南路交汇处东,City Park,116.302643,40.027874,shu cun jiao ye gong yuan,shang di jie dao shu cun lu nong da nan lu jiao hui chu dong,shang di
明珠生态休闲公园,,密云区其他,京密路十里堡河槽镇(明珠花园小区对面),Park/Square,116.79097,40.354034,ming zhu sheng tai xiu xian gong yuan,jing mi lu shi li bao he cao zhen ( ming zhu hua yuan xiao qu dui mian ),mi yun qu qi ta
海洋国旅Travel Agency,51660337,亮马桥/三元桥,东三环北路甲2号京信大厦主楼5楼三区535室（近三元东桥）,Travel Agency,116.461647,39.954521,hai yang guo lv T r a v e l   A g e n c y,dong san huan bei lu jia 2 hao jing xin da sha zhu lou 5 lou san qu 535 shi （ jin san yuan dong qiao ）,liang ma qiao / san yuan qiao
中国国际贸易中心展厅,65052288,国贸/建外,建国门外大街1号,Exhibition Centre,116.45929,39.910103,zhong guo guo ji mao yi zhong xin zhan ting,jian guo men wai da jie 1 hao,guo mao / jian wai
千佛崖风景区,,天云山,黄土梁国家森林公园千佛崖景区,Natural Scenery,117.258301,40.30965,qian fo ya feng jing qu,huang tu liang guo jia sen lin gong yuan qian fo ya jing qu,tian yun shan
看丹公园,,看丹桥/新华街,看丹南路路南,Park/Square,116.267982,39.831371,kan dan gong yuan,kan dan nan lu lu nan,kan dan qiao / xin hua jie
常营清真古寺,65755914,管庄,朝阳北路与民族家园东路交叉路口西北侧,Religion,116.587097,39.925587,chang ying qing zhen gu si,zhao yang bei lu yu min zu jia yuan dong lu jiao cha lu kou xi bei ce,guan zhuang
谭鑫培故居,,虎坊桥,前门外樱桃斜街4473号,Former Residence of Celebrity,116.388557,39.893024,tan xin pei gu ju,qian men wai ying tao xie jie 4473 hao,hu fang qiao
畅春园公园,,颐和园,颐和园路,City Park,116.293381,39.997276,chang chun yuan gong yuan,yi he yuan lu,yi he yuan
曹勇国际艺术馆,,酒仙桥,酒仙桥路2号798艺术797路B02号,Art Gallery,116.49395,39.98637,cao yong guo ji yi zhu guan,jiu xian qiao lu 2 hao 798 yi zhu 797 lu B 02 hao,jiu xian qiao
北京台湾街,68656688,鲁谷,石景山路2号（国际雕塑公园西南侧远洋山水对面）,Leisure Block,116.236389,39.904331,bei jing tai wan jie,shi jing shan lu 2 hao （ guo ji diao su gong yuan xi nan ce yuan yang shan shui dui mian ）,lu gu
沙河水库,,沙河,北京新亚研修学院附近,Modern Building,116.329552,40.131275,sha he shui ku,bei jing xin ya yan xiu xue yuan fu jin,sha he
黄草湾郊野公园,,大屯,大屯街道北五环路（近姜庄湖高尔夫俱乐部）,City Park,116.435242,40.005802,huang cao wan jiao ye gong yuan,da tun jie dao bei wu huan lu （ jin jiang zhuang hu gao er fu ju le bu ）,da tun
视觉经典美术馆,65280057,王府井/东单,东单北大街北极阁三条32号,Art Gallery,116.419678,39.910351,shi jue jing dian mei zhu guan,dong dan bei da jie bei ji ge san tiao 32 hao,wang fu jing / dong dan
时尚体育公园,89232289,大兴区,半壁店森林公园东星明湖度假村内,Park/Square,116.438477,39.613384,shi shang ti yu gong yuan,ban bi dian sen lin gong yuan dong xing ming hu du jia cun nei,da xing qu
花市社区博物馆,67166227,崇文门,大街花市枣苑8-9号楼地下,Museum,116.429359,39.89584,hua shi she qu bo wu guan,da jie hua shi zao yuan 8 - 9 hao lou di xia,chong wen men
北京凤凰岭美术馆,62405836;186****1252,云岗,海淀区翠湖云中心,Art Gallery,116.195908,39.872437,bei jing feng huang ling mei zhu guan,hai dian qu cui hu yun zhong xin,yun gang
